company_number,core_score,sic_score,keyword_score,cluster_score,recency_score,confidence_band,promotion_reason,promoted_to_enrichment,screened_at,cross_ref_promote,primary_sic_category,sic_categories,keyword_categories,sector_categories
15986118,29,0,12,17,0,low,,t,2026-03-31 15:27:52.774186,f,,{},{},{}
14105225,49,18,14,17,0,medium,,t,2026-03-31 15:20:16.701099,f,CleanTech,{CleanTech},{CleanTech},{CleanTech}
14105349,49,18,14,17,0,medium,,t,2026-03-31 15:20:16.710903,f,CleanTech,{CleanTech},{CleanTech},{CleanTech}
15050524,29,0,12,17,0,low,,t,2026-03-31 15:22:58.754463,f,,{},{},{}
16324039,22,10,12,0,0,low,,t,2026-03-31 15:31:35.424908,f,HealthTech,{HealthTech},{},{HealthTech}
16914009,37,13,4,20,0,low,,t,2026-03-31 15:41:30.402062,f,Space & Aero,"{""Space & Aero""}",{},"{""Space & Aero""}"
14206972,37,25,12,0,0,low,,t,2026-03-31 15:20:29.149623,f,Deep R&D,"{""Deep R&D""}",{},"{""Deep R&D""}"
15403188,35,23,12,0,0,low,,t,2026-03-31 15:24:22.409804,f,MedTech,{MedTech},{},{MedTech}
14400483,39,13,12,14,0,low,,t,2026-03-31 15:20:55.506111,f,CleanTech,{CleanTech},{},{CleanTech}
SC785297,33,25,8,0,0,low,,t,2026-03-31 15:46:42.440293,f,Deep R&D,"{""Deep R&D""}",{},"{""Deep R&D""}"
15720514,31,2,12,17,0,low,,t,2026-03-31 15:25:58.098722,f,AI & Software,"{""AI & Software""}",{},"{""AI & Software""}"
16525228,31,0,14,17,0,low,,t,2026-03-31 15:34:38.311693,f,,{},{},{}
16587605,37,13,13,11,0,low,,t,2026-03-31 15:35:31.643168,f,Deep R&D,"{""Deep R&D""}",{},"{""Deep R&D""}"
16832738,40,23,6,11,0,medium,,t,2026-03-31 15:39:49.48169,f,Biotech,{Biotech},{},{Biotech}
16633526,29,0,12,17,0,low,,t,2026-03-31 15:36:15.687373,f,,{},{},{}
16589291,29,0,12,17,0,low,,t,2026-03-31 15:35:36.329546,f,,{},{},{}
15579964,20,10,10,0,0,low,,t,2026-03-31 15:25:12.363827,f,Hardware,{Hardware},{},{Hardware}
15978403,36,0,16,20,0,low,,t,2026-03-31 15:27:48.025192,f,,{},{Biotech},{Biotech}
16036262,30,0,10,20,0,low,,t,2026-03-31 15:28:24.210289,f,,{},{},{}
16752587,46,26,0,20,0,medium,,t,2026-03-31 15:38:11.692676,f,Biotech,"{Biotech,""Deep R&D""}",{},"{Biotech,""Deep R&D""}"
15052988,35,23,12,0,0,low,,t,2026-03-31 15:22:58.943011,f,MedTech,{MedTech},{},{MedTech}
16570056,44,25,2,17,0,medium,,t,2026-03-31 15:35:16.562138,f,Biotech,{Biotech},{},{Biotech}
15235222,45,25,0,20,0,medium,,t,2026-03-31 15:23:42.003987,f,Deep R&D,"{""Deep R&D""}",{},"{""Deep R&D""}"
16742436,42,25,0,17,0,medium,,t,2026-03-31 15:37:59.404995,f,Deep R&D,"{""Deep R&D""}",{},"{""Deep R&D""}"
16403696,46,25,4,17,0,medium,,t,2026-03-31 15:32:41.999975,f,Deep R&D,"{""AI & Software"",""Data & Cloud"",""Deep R&D""}",{},"{""AI & Software"",""Data & Cloud"",""Deep R&D""}"
16441301,37,8,12,17,0,low,,t,2026-03-31 15:33:20.364201,f,HealthTech,{HealthTech},{},{HealthTech}
16510784,49,25,24,0,0,medium,,t,2026-03-31 15:34:23.545385,f,Deep R&D,"{""Deep R&D""}",{Biotech},"{Biotech,""Deep R&D""}"
16634726,29,0,12,17,0,low,,t,2026-03-31 15:36:15.86858,f,,{},{},{}
14236527,34,2,12,20,0,low,,t,2026-03-31 15:20:32.78128,f,AI & Software,"{""AI & Software""}",{},"{""AI & Software""}"
13730150,44,25,2,17,0,medium,,t,2026-03-31 15:19:33.844449,f,Biotech,{Biotech},{MedTech},"{Biotech,MedTech}"
15445927,32,10,22,0,0,low,,t,2026-03-31 15:24:34.003777,f,HealthTech,{HealthTech},{Biotech},"{Biotech,HealthTech}"
14394709,29,0,12,17,0,low,,t,2026-03-31 15:20:53.986707,f,,{},{},{}
14354393,37,25,12,0,0,low,,t,2026-03-31 15:20:48.331839,f,Hardware,{Hardware},{},{Hardware}
16365550,45,25,0,20,0,medium,,t,2026-03-31 15:32:10.143744,f,Biotech,{Biotech},{},{Biotech}
16133864,34,0,14,20,0,low,,t,2026-03-31 15:29:19.063027,f,,{},{},{}
16450242,31,2,12,17,0,low,,t,2026-03-31 15:33:26.790801,f,Data & Cloud,"{""Data & Cloud""}",{},"{""Data & Cloud""}"
15549685,44,26,1,17,0,medium,,t,2026-03-31 15:25:03.443703,f,Space & Aero,"{""Deep R&D"",""Space & Aero""}",{},"{""Deep R&D"",""Space & Aero""}"
15441689,45,25,3,17,0,medium,,t,2026-03-31 15:24:31.370614,f,Deep R&D,"{""AI & Software"",""Deep R&D""}",{},"{""AI & Software"",""Deep R&D""}"
14636557,46,18,8,20,0,medium,,t,2026-03-31 15:21:32.322762,f,Space & Aero,"{""Space & Aero""}",{},"{""Space & Aero""}"
15537114,31,8,12,11,0,low,,t,2026-03-31 15:24:59.777605,f,HealthTech,{HealthTech},{},{HealthTech}
16642011,31,0,14,17,0,low,,t,2026-03-31 15:36:25.232503,f,,{},{},{}
16034190,32,0,12,20,0,low,,t,2026-03-31 15:28:20.94346,f,,{},{},{}
15334952,29,0,12,17,0,low,,t,2026-03-31 15:24:05.653907,f,,{},{},{}
14732203,42,25,0,17,0,medium,,t,2026-03-31 15:21:50.222676,f,Biotech,{Biotech},{},{Biotech}
15882736,31,2,12,17,0,low,,t,2026-03-31 15:27:04.900748,f,AI & Software,"{""AI & Software""}",{},"{""AI & Software""}"
14923270,46,26,0,20,0,medium,,t,2026-03-31 15:22:28.585741,f,Biotech,"{Biotech,Hardware}",{},"{Biotech,Hardware}"
13425419,29,0,12,17,0,low,,t,2026-03-31 15:18:26.996379,f,,{},{},{}
16638628,29,0,12,17,0,low,,t,2026-03-31 15:36:20.565186,f,,{},{},{}
15679835,31,0,14,17,0,low,,t,2026-03-31 15:25:43.077659,f,,{},"{""Advanced Materials""}","{""Advanced Materials""}"
13790182,50,26,4,20,0,medium,,t,2026-03-31 15:19:41.105219,f,Deep R&D,"{""Deep R&D""}",{},"{""Deep R&D""}"
15383230,47,25,22,0,0,medium,,t,2026-03-31 15:24:16.838812,f,Biotech,{Biotech},{Biotech},{Biotech}
15942464,31,0,14,17,0,low,,t,2026-03-31 15:27:32.278928,f,,{},{},{}
15465325,42,10,18,14,0,medium,,t,2026-03-31 15:24:39.4791,f,CleanTech,{CleanTech},{CleanTech},{CleanTech}
15291592,38,10,14,14,0,low,,t,2026-03-31 15:23:55.142927,f,CleanTech,{CleanTech},{CleanTech},{CleanTech}
15031070,32,26,6,0,0,low,,t,2026-03-31 15:22:54.217436,f,Deep R&D,"{""Deep R&D""}",{},"{""Deep R&D""}"
14534915,24,10,14,0,0,low,,t,2026-03-31 15:21:15.364354,f,Deep R&D,"{""Deep R&D""}",{},"{""Deep R&D""}"
14473705,42,25,0,17,0,medium,,t,2026-03-31 15:21:06.002665,f,Space & Aero,"{""Space & Aero""}",{},"{""Space & Aero""}"
15497697,29,0,12,17,0,low,,t,2026-03-31 15:24:48.239702,f,,{},{},{}
15753670,29,0,12,17,0,low,,t,2026-03-31 15:26:11.082339,f,,{},{},{}
16793185,42,25,0,17,0,medium,,t,2026-03-31 15:39:04.798925,f,Deep R&D,"{""Deep R&D""}",{},"{""Deep R&D""}"
16665452,42,25,0,17,0,medium,,t,2026-03-31 15:36:45.07506,f,Deep R&D,"{""AI & Software"",""Deep R&D""}",{},"{""AI & Software"",""Deep R&D""}"
15126888,42,25,0,17,0,medium,,t,2026-03-31 15:23:17.133009,f,Deep R&D,"{""Deep R&D""}",{},"{""Deep R&D""}"
16418373,45,25,0,20,0,medium,,t,2026-03-31 15:32:57.831358,f,Biotech,{Biotech},{},{Biotech}
16855477,32,0,12,20,0,low,,t,2026-03-31 15:40:20.725416,f,,{},{},{}
16192413,29,0,12,17,0,low,,t,2026-03-31 15:29:59.470439,f,,{},{},{}
15868164,36,18,18,0,0,low,,t,2026-03-31 15:26:58.031537,f,Robotics,{Robotics},{},{Robotics}
15048931,41,21,0,20,0,medium,,t,2026-03-31 15:22:58.646667,f,AI & Software,"{""AI & Software"",""Deep R&D"",Robotics}",{},"{""AI & Software"",""Deep R&D"",Robotics}"
16715346,43,21,22,0,0,medium,,t,2026-03-31 15:37:30.025414,f,Hardware,"{""Deep R&D"",Hardware}",{Robotics},"{""Deep R&D"",Hardware,Robotics}"
15466987,45,25,0,20,0,medium,,t,2026-03-31 15:24:39.618365,f,Biotech,{Biotech},{},{Biotech}
15466984,45,25,0,20,0,medium,,t,2026-03-31 15:24:39.617841,f,Biotech,{Biotech},{},{Biotech}
15159082,33,8,14,11,0,low,,t,2026-03-31 15:23:22.982447,f,HealthTech,{HealthTech},{MedTech},"{HealthTech,MedTech}"
16356224,22,10,12,0,0,low,,t,2026-03-31 15:32:01.465631,f,AI & Software,"{""AI & Software"",""Deep R&D""}",{},"{""AI & Software"",""Deep R&D""}"
16560162,31,0,14,17,0,low,,t,2026-03-31 15:35:07.105314,f,,{},{},{}
16580757,60,27,22,11,0,high,,t,2026-03-31 15:35:26.387139,f,Biotech,"{Biotech,HealthTech}",{Biotech},"{Biotech,HealthTech}"
15772054,20,8,12,0,0,low,,t,2026-03-31 15:26:18.458252,f,HealthTech,{HealthTech},{},{HealthTech}
16518951,20,10,10,0,0,low,,t,2026-03-31 15:34:33.421198,f,HealthTech,{HealthTech},{MedTech},"{HealthTech,MedTech}"
14503980,37,13,4,20,0,low,,t,2026-03-31 15:21:11.1456,f,Space & Aero,"{""Space & Aero""}",{},"{""Space & Aero""}"
16739907,42,25,0,17,0,medium,,t,2026-03-31 15:37:58.366038,f,Biotech,{Biotech},{},{Biotech}
16341531,31,0,14,17,0,low,,t,2026-03-31 15:31:52.347721,f,,{},{},{}
15830931,46,26,0,20,0,medium,,t,2026-03-31 15:26:44.292137,f,Space & Aero,"{""Space & Aero""}",{},"{""Space & Aero""}"
16288027,46,26,0,20,0,medium,,t,2026-03-31 15:31:08.557572,f,Space & Aero,"{""Space & Aero""}",{},"{""Space & Aero""}"
16722059,46,26,0,20,0,medium,,t,2026-03-31 15:37:35.4076,f,Space & Aero,"{""Space & Aero""}",{},"{""Space & Aero""}"
15413378,46,25,4,17,0,medium,,t,2026-03-31 15:24:25.113647,f,Deep R&D,"{""Data & Cloud"",""Deep R&D""}","{""AI & Software""}","{""AI & Software"",""Data & Cloud"",""Deep R&D""}"
15396866,33,20,13,0,0,low,,t,2026-03-31 15:24:19.986065,f,CleanTech,{CleanTech},{CleanTech},{CleanTech}
16552231,52,10,25,17,0,medium,,t,2026-03-31 15:35:01.925679,f,Deep R&D,"{""Deep R&D""}","{""Quantum / Photonics""}","{""Deep R&D"",""Quantum / Photonics""}"
13772989,50,26,4,20,0,medium,,t,2026-03-31 15:19:39.366951,t,Deep R&D,"{""Deep R&D"",Hardware}",{},"{""Deep R&D"",Hardware}"
16977087,30,8,22,0,0,low,,t,2026-03-31 15:42:51.349381,f,HealthTech,{HealthTech},{Biotech},"{Biotech,HealthTech}"
16772238,31,0,14,17,0,low,,t,2026-03-31 15:38:37.853198,f,,{},{},{}
16523302,29,0,12,17,0,low,,t,2026-03-31 15:34:37.998677,f,,{},{},{}
15185759,41,25,16,0,0,medium,,t,2026-03-31 15:23:30.275667,f,Biotech,{Biotech},{Biotech},{Biotech}
14388644,46,26,0,20,0,medium,,t,2026-03-31 15:20:53.646286,f,Deep R&D,"{""Deep R&D""}",{},"{""Deep R&D""}"
14190483,35,23,12,0,0,low,,t,2026-03-31 15:20:27.339726,f,Biotech,{Biotech},{},{Biotech}
16081639,43,26,0,17,0,medium,,t,2026-03-31 15:28:47.425792,f,Biotech,"{Biotech,""Deep R&D""}",{},"{Biotech,""Deep R&D""}"
16041306,29,0,12,17,0,low,,t,2026-03-31 15:28:25.168827,f,,{},{},{}
15155236,25,13,12,0,0,low,,t,2026-03-31 15:23:22.709664,f,Advanced Materials,"{""Advanced Materials""}",{},"{""Advanced Materials""}"
16274620,29,0,12,17,0,low,,t,2026-03-31 15:30:59.603829,f,,{},{},{}
16202278,42,25,0,17,0,medium,,t,2026-03-31 15:30:07.157053,f,Deep R&D,"{""Deep R&D""}",{},"{""Deep R&D""}"
13800325,29,0,12,17,0,low,,t,2026-03-31 15:19:42.221881,f,,{},{},{}
14684746,42,25,0,17,0,medium,,t,2026-03-31 15:21:41.854589,f,Biotech,"{Biotech,MedTech}",{},"{Biotech,MedTech}"
15213530,29,0,12,17,0,low,,t,2026-03-31 15:23:36.999231,f,,{},{},{}
14013163,45,25,0,20,0,medium,,t,2026-03-31 15:20:05.470124,f,Biotech,{Biotech},{},{Biotech}
14790287,29,0,12,17,0,low,,t,2026-03-31 15:22:01.32948,f,,{},{},{}
14342665,45,25,0,20,0,medium,,t,2026-03-31 15:20:46.633255,f,Biotech,{Biotech},{},{Biotech}
15169559,29,0,12,17,0,low,,t,2026-03-31 15:23:25.426455,f,,{},{},{}
13324208,29,0,12,17,0,low,,t,2026-03-31 15:18:05.199145,f,,{},{},{}
13849205,25,13,12,0,0,low,,t,2026-03-31 15:19:47.202811,f,Deep R&D,"{""Deep R&D""}",{},"{""Deep R&D""}"
15453547,37,8,12,17,0,low,,t,2026-03-31 15:24:34.607452,f,HealthTech,{HealthTech},{},{HealthTech}
16732701,24,10,14,0,0,low,,t,2026-03-31 15:37:47.064697,f,Deep R&D,"{""Deep R&D""}",{},"{""Deep R&D""}"
14989046,29,0,12,17,0,low,,t,2026-03-31 15:22:42.856859,f,,{},{},{}
15477429,22,10,12,0,0,low,,t,2026-03-31 15:24:42.493069,f,Deep R&D,"{""Deep R&D""}",{},"{""Deep R&D""}"
13992606,43,25,1,17,0,medium,,t,2026-03-31 15:20:03.476355,f,Deep R&D,"{""AI & Software"",""Data & Cloud"",""Deep R&D""}",{},"{""AI & Software"",""Data & Cloud"",""Deep R&D""}"
14287821,43,10,22,11,0,medium,,t,2026-03-31 15:20:39.498822,f,HealthTech,{HealthTech},{Biotech},"{Biotech,HealthTech}"
15098988,33,4,12,17,0,low,,t,2026-03-31 15:23:08.902604,f,AI & Software,"{""AI & Software""}",{},"{""AI & Software""}"
15269480,30,18,12,0,0,low,,t,2026-03-31 15:23:50.043867,f,CleanTech,{CleanTech},{},{CleanTech}
SC867026,31,0,14,17,0,low,,t,2026-03-31 15:48:17.410552,f,,{},{},{}
14488739,29,0,12,17,0,low,,t,2026-03-31 15:21:08.022122,f,,{},{},{}
14489006,29,0,12,17,0,low,,t,2026-03-31 15:21:08.04024,f,,{},{},{}
15166463,29,0,12,17,0,low,,t,2026-03-31 15:23:25.228883,f,,{},{},{}
17049085,37,13,4,20,0,low,,t,2026-03-31 15:44:28.838351,f,Space & Aero,"{""Space & Aero""}",{},"{""Space & Aero""}"
13921074,42,25,0,17,0,medium,,t,2026-03-31 15:19:55.006588,f,Deep R&D,"{""Deep R&D""}",{},"{""Deep R&D""}"
16489390,22,8,14,0,0,low,,t,2026-03-31 15:34:07.917288,f,EV & Automotive,"{""EV & Automotive""}",{},"{""EV & Automotive""}"
15872268,42,25,0,17,0,medium,,t,2026-03-31 15:27:00.981456,f,Deep R&D,"{""Deep R&D""}",{},"{""Deep R&D""}"
15347646,29,0,12,17,0,low,,t,2026-03-31 15:24:08.384161,f,,{},{},{}
15156310,30,8,22,0,0,low,,t,2026-03-31 15:23:22.787732,f,HealthTech,{HealthTech},{Biotech},"{Biotech,HealthTech}"
16748339,46,21,8,17,0,medium,,t,2026-03-31 15:38:06.134723,f,AI & Software,"{""AI & Software"",""Deep R&D""}",{},"{""AI & Software"",""Deep R&D""}"
16562068,31,0,14,17,0,low,,t,2026-03-31 15:35:11.228474,f,,{},{},{}
16941999,22,10,12,0,0,low,,t,2026-03-31 15:42:01.972482,f,Deep R&D,"{""Deep R&D""}",{},"{""Deep R&D""}"
16543232,45,25,0,20,0,medium,,t,2026-03-31 15:34:52.554097,f,Deep R&D,"{""AI & Software"",""Deep R&D""}",{},"{""AI & Software"",""Deep R&D""}"
14614099,53,26,16,11,0,medium,,t,2026-03-31 15:21:28.969013,f,Biotech,"{Biotech,HealthTech}",{Biotech},"{Biotech,HealthTech}"
14246699,51,26,25,0,0,medium,,t,2026-03-31 15:20:34.282024,f,Deep R&D,"{""Deep R&D"",Hardware}","{""Quantum / Photonics""}","{""Deep R&D"",Hardware,""Quantum / Photonics""}"
16585868,51,26,14,11,0,medium,,t,2026-03-31 15:35:31.375032,f,Deep R&D,"{""Deep R&D""}","{""Advanced Materials""}","{""Advanced Materials"",""Deep R&D""}"
15621727,43,26,0,17,0,medium,,t,2026-03-31 15:25:24.239797,f,Deep R&D,"{""Deep R&D""}",{},"{""Deep R&D""}"
15419684,34,26,8,0,0,low,,t,2026-03-31 15:24:25.603583,f,Space & Aero,"{Defence,""Space & Aero""}",{},"{Defence,""Space & Aero""}"
15094573,29,23,6,0,0,low,,t,2026-03-31 15:23:08.622422,f,MedTech,"{""AI & Software"",MedTech}","{""AI & Software"",MedTech}","{""AI & Software"",MedTech}"
16835362,43,4,22,17,0,medium,,t,2026-03-31 15:39:54.988877,f,AI & Software,"{""AI & Software""}",{Robotics},"{""AI & Software"",Robotics}"
14732624,48,26,22,0,0,medium,,t,2026-03-31 15:21:50.256709,f,Biotech,"{""Advanced Materials"",Biotech}",{Biotech},"{""Advanced Materials"",Biotech}"
14947318,29,0,12,17,0,low,,t,2026-03-31 15:22:33.623232,f,,{},{},{}
15976272,24,10,14,0,0,low,,t,2026-03-31 15:27:47.521194,f,Deep R&D,"{""Deep R&D""}",{},"{""Deep R&D""}"
16176492,60,25,15,20,0,high,,t,2026-03-31 15:29:47.780607,f,Deep R&D,"{""Deep R&D""}","{""Advanced Materials""}","{""Advanced Materials"",""Deep R&D""}"
15057202,29,0,12,17,0,low,,t,2026-03-31 15:23:01.076396,f,,{},{},{}
16641827,46,25,4,17,0,medium,,t,2026-03-31 15:36:25.197743,f,Deep R&D,"{""AI & Software"",""Data & Cloud"",""Deep R&D""}",{},"{""AI & Software"",""Data & Cloud"",""Deep R&D""}"
16994394,29,0,12,17,0,low,,t,2026-03-31 15:43:14.420716,f,,{},{},{}
16385480,45,25,0,20,0,medium,,t,2026-03-31 15:32:28.268128,f,Deep R&D,"{""Deep R&D""}",{},"{""Deep R&D""}"
15253460,42,13,12,17,0,medium,,t,2026-03-31 15:23:46.984103,f,Robotics,{Robotics},{},{Robotics}
16675499,48,28,0,20,0,medium,,t,2026-03-31 15:36:54.748787,f,Biotech,"{Biotech,""Deep R&D"",R&D}",{},"{Biotech,""Deep R&D"",R&D}"
16847428,41,25,16,0,0,medium,,t,2026-03-31 15:40:08.342983,f,Biotech,{Biotech},{Biotech},{Biotech}
13542779,20,8,12,0,0,low,,t,2026-03-31 15:18:57.628217,f,HealthTech,{HealthTech},{MedTech},"{HealthTech,MedTech}"
16325416,31,2,12,17,0,low,,t,2026-03-31 15:31:39.182974,f,AI & Software,"{""AI & Software""}",{},"{""AI & Software""}"
16246271,33,8,25,0,0,low,,t,2026-03-31 15:30:35.841188,f,HealthTech,{HealthTech},{Biotech},"{Biotech,HealthTech}"
13761894,43,26,0,17,0,medium,,t,2026-03-31 15:19:36.81367,f,Biotech,"{Biotech,""Deep R&D""}",{},"{Biotech,""Deep R&D""}"
14824291,43,25,1,17,0,medium,,t,2026-03-31 15:22:08.143043,f,Deep R&D,"{""Deep R&D""}",{},"{""Deep R&D""}"
SC804611,32,10,22,0,0,low,,t,2026-03-31 15:46:56.612109,f,Deep R&D,"{""Deep R&D""}",{Robotics},"{""Deep R&D"",Robotics}"
14222869,29,0,12,17,0,low,,t,2026-03-31 15:20:31.066889,f,,{},{},{}
15522991,20,10,10,0,0,low,,t,2026-03-31 15:24:54.461686,f,R&D,{R&D},{},{R&D}
16454778,31,0,14,17,0,low,,t,2026-03-31 15:33:31.760644,f,,{},{},{}
16876842,24,10,14,0,0,low,,t,2026-03-31 15:40:46.525482,f,Hardware,{Hardware},{CleanTech},"{CleanTech,Hardware}"
14198279,45,26,2,17,0,medium,,t,2026-03-31 15:20:27.779815,f,Biotech,"{""Advanced Materials"",Biotech}",{},"{""Advanced Materials"",Biotech}"
14980572,44,25,2,17,0,medium,,t,2026-03-31 15:22:40.701349,f,Biotech,{Biotech},{},{Biotech}
15868072,32,0,12,20,0,low,,t,2026-03-31 15:26:58.022422,f,,{},{},{}
16818027,47,25,22,0,0,medium,,t,2026-03-31 15:39:36.674892,f,Biotech,{Biotech},{Biotech},{Biotech}
14140070,35,10,14,11,0,low,,t,2026-03-31 15:20:21.095838,f,HealthTech,{HealthTech},{Biotech},"{Biotech,HealthTech}"
16446154,39,8,14,17,0,low,,t,2026-03-31 15:33:25.611277,f,HealthTech,{HealthTech},{Biotech},"{Biotech,HealthTech}"
14063894,29,0,12,17,0,low,,t,2026-03-31 15:20:12.044424,f,,{},{},{}
14012860,27,0,10,17,0,low,,t,2026-03-31 15:20:05.448142,f,,{},{},{}
15137300,29,0,12,17,0,low,,t,2026-03-31 15:23:17.79133,f,,{},{},{}
16628895,30,10,20,0,0,low,,t,2026-03-31 15:36:11.023519,f,R&D,{R&D},{},{R&D}
16007561,37,10,16,11,0,low,,t,2026-03-31 15:28:06.578494,f,Deep R&D,"{""Deep R&D""}",{},"{""Deep R&D""}"
15541529,29,0,12,17,0,low,,t,2026-03-31 15:25:00.152169,f,,{},{},{}
14615510,29,0,12,17,0,low,,t,2026-03-31 15:21:29.072254,f,,{},{},{}
16320863,33,0,16,17,0,low,,t,2026-03-31 15:31:34.934853,f,,{},{},{}
15740556,29,0,12,17,0,low,,t,2026-03-31 15:26:04.94891,f,,{},{},{}
13939130,22,10,12,0,0,low,,t,2026-03-31 15:19:56.755466,f,HealthTech,{HealthTech},{},{HealthTech}
14761921,37,8,12,17,0,low,,t,2026-03-31 15:21:55.197423,f,HealthTech,{HealthTech},{},{HealthTech}
14648418,29,0,12,17,0,low,,t,2026-03-31 15:21:34.373332,f,,{},{},{}
16946282,22,10,12,0,0,low,,t,2026-03-31 15:42:08.99563,f,HealthTech,{HealthTech},{},{HealthTech}
16431865,29,0,12,17,0,low,,t,2026-03-31 15:33:09.790985,f,,{},{},{}
14227289,29,0,12,17,0,low,,t,2026-03-31 15:20:31.313187,f,,{},{},{}
16492951,31,0,14,17,0,low,,t,2026-03-31 15:34:08.671701,f,,{},{},{}
16605199,31,0,14,17,0,low,,t,2026-03-31 15:35:50.961443,f,,{},{},{}
15325342,42,25,0,17,0,medium,,t,2026-03-31 15:24:03.086429,f,Deep R&D,"{""Deep R&D""}",{},"{""Deep R&D""}"
15930885,29,0,12,17,0,low,,t,2026-03-31 15:27:25.227304,f,,{},{},{}
16784211,29,0,12,17,0,low,,t,2026-03-31 15:38:51.534118,f,,{},{},{}
13747104,29,0,12,17,0,low,,t,2026-03-31 15:19:35.38668,f,,{},{},{}
16040825,29,0,12,17,0,low,,t,2026-03-31 15:28:25.073086,f,,{},{},{}
13804463,31,0,14,17,0,low,,t,2026-03-31 15:19:42.468827,f,,{},{},{}
16692326,32,0,12,20,0,low,,t,2026-03-31 15:37:09.764914,f,,{},{},{}
13591417,24,10,14,0,0,low,,t,2026-03-31 15:19:06.416699,f,HealthTech,{HealthTech},{Biotech},"{Biotech,HealthTech}"
14291655,29,0,12,17,0,low,,t,2026-03-31 15:20:39.720577,f,,{},{},{}
15417116,33,10,12,11,0,low,,t,2026-03-31 15:24:25.396838,f,Deep R&D,"{""Deep R&D""}",{},"{""Deep R&D""}"
16570975,45,25,3,17,0,medium,,t,2026-03-31 15:35:16.706553,f,Deep R&D,"{""Deep R&D""}",{},"{""Deep R&D""}"
15787110,45,25,0,20,0,medium,,t,2026-03-31 15:26:24.931349,f,Deep R&D,"{""AI & Software"",""Deep R&D""}",{},"{""AI & Software"",""Deep R&D""}"
16243737,42,25,0,17,0,medium,,t,2026-03-31 15:30:35.479682,f,Deep R&D,"{""Deep R&D""}",{},"{""Deep R&D""}"
17016549,22,8,14,0,0,low,,t,2026-03-31 15:43:47.742981,f,HealthTech,{HealthTech},{Biotech},"{Biotech,HealthTech}"
16526505,29,0,12,17,0,low,,t,2026-03-31 15:34:38.517755,f,,{},{},{}
17015684,29,0,12,17,0,low,,t,2026-03-31 15:43:42.487054,f,,{},{},{}
16537707,29,0,12,17,0,low,,t,2026-03-31 15:34:47.836124,f,,{},{},{}
13567208,32,0,12,20,0,low,,t,2026-03-31 15:19:03.216611,f,,{},{},{}
13337349,24,10,14,0,0,low,,t,2026-03-31 15:18:07.787378,f,Advanced Materials,"{""Advanced Materials""}","{""Advanced Materials""}","{""Advanced Materials""}"
15103263,31,0,14,17,0,low,,t,2026-03-31 15:23:09.161329,f,,{},{},{}
15053751,29,0,12,17,0,low,,t,2026-03-31 15:22:58.991399,f,,{},{},{}
15717394,31,2,12,17,0,low,,t,2026-03-31 15:25:57.775454,f,AI & Software,"{""AI & Software""}",{},"{""AI & Software""}"
13842192,40,18,22,0,0,medium,,t,2026-03-31 15:19:46.26366,f,Robotics,{Robotics},{Robotics},{Robotics}
16883902,46,25,4,17,0,medium,,t,2026-03-31 15:40:53.039955,f,Deep R&D,"{""AI & Software"",""Deep R&D""}","{""AI & Software""}","{""AI & Software"",""Deep R&D""}"
16675403,42,25,0,17,0,medium,,t,2026-03-31 15:36:54.733076,f,Deep R&D,"{""Deep R&D""}",{},"{""Deep R&D""}"
15135533,68,26,25,17,0,high,,t,2026-03-31 15:23:17.668769,f,Biotech,"{Biotech,MedTech}","{MedTech,Robotics}","{Biotech,MedTech,Robotics}"
14686815,20,8,12,0,0,low,,t,2026-03-31 15:21:42.016643,f,HealthTech,{HealthTech},{},{HealthTech}
16179129,27,0,10,17,0,low,,t,2026-03-31 15:29:51.260468,f,,{},{},{}
16032909,45,25,0,20,0,medium,,t,2026-03-31 15:28:20.629896,f,Deep R&D,"{""Deep R&D""}",{},"{""Deep R&D""}"
15863216,33,20,13,0,0,low,,t,2026-03-31 15:26:57.504345,f,Hardware,{Hardware},{},{Hardware}
16762217,35,0,18,17,0,low,,t,2026-03-31 15:38:23.033486,f,,{},{Biotech},{Biotech}
15046978,22,10,12,0,0,low,,t,2026-03-31 15:22:58.517665,f,Deep R&D,"{""Deep R&D""}",{},"{""Deep R&D""}"
15401560,32,0,15,17,0,low,,t,2026-03-31 15:24:22.271846,f,,{},{},{}
13465119,22,10,12,0,0,low,,t,2026-03-31 15:18:35.155551,f,Deep R&D,"{""Deep R&D""}",{},"{""Deep R&D""}"
15827696,22,10,12,0,0,low,,t,2026-03-31 15:26:41.500968,f,Deep R&D,"{""Deep R&D""}",{},"{""Deep R&D""}"
13351857,22,10,12,0,0,low,,t,2026-03-31 15:18:10.246336,f,Deep R&D,"{""Deep R&D""}",{},"{""Deep R&D""}"
15923535,23,11,12,0,0,low,,t,2026-03-31 15:27:21.932002,f,Deep R&D,"{""Deep R&D""}",{},"{""Deep R&D""}"
14362688,22,10,12,0,0,low,,t,2026-03-31 15:20:49.945594,f,Deep R&D,"{""Deep R&D""}",{},"{""Deep R&D""}"
16226671,33,10,12,11,0,low,,t,2026-03-31 15:30:23.363183,f,Deep R&D,"{""Deep R&D""}",{},"{""Deep R&D""}"
16342476,26,20,6,0,0,low,,t,2026-03-31 15:31:52.524099,f,AI & Software,"{""AI & Software"",""Data & Cloud"",HealthTech}",{MedTech},"{""AI & Software"",""Data & Cloud"",HealthTech,MedTech}"
