company_number,core_score,sic_score,keyword_score,cluster_score,recency_score,confidence_band,promotion_reason,promoted_to_enrichment,screened_at,cross_ref_promote,primary_sic_category,sic_categories,keyword_categories,sector_categories
16618869,34,0,14,20,0,low,,t,2026-03-31 15:36:01.218538,f,,{},{},{}
14874308,29,0,12,17,0,low,,t,2026-03-31 15:22:17.558215,f,,{},{},{}
15744282,24,10,14,0,0,low,,t,2026-03-31 15:26:07.698009,f,Deep R&D,"{""Deep R&D""}",{},"{""Deep R&D""}"
SC731662,34,26,8,0,0,low,,t,2026-03-31 15:46:09.088324,f,Space & Aero,"{Hardware,""Space & Aero""}",{},"{Hardware,""Space & Aero""}"
14055900,33,0,16,17,0,low,,t,2026-03-31 15:20:10.084741,f,,{},{Biotech},{Biotech}
13761162,29,8,10,11,0,low,,t,2026-03-31 15:19:36.76694,f,HealthTech,{HealthTech},{},{HealthTech}
16454512,33,0,16,17,0,low,,t,2026-03-31 15:33:31.665486,f,,{},{},{}
16879313,42,25,0,17,0,medium,,t,2026-03-31 15:40:46.916811,f,Deep R&D,"{""Deep R&D""}",{},"{""Deep R&D""}"
16399964,29,0,12,17,0,low,,t,2026-03-31 15:32:37.54989,f,,{},{},{}
16635540,52,26,6,20,0,medium,,t,2026-03-31 15:36:15.998171,f,Space & Aero,"{""Space & Aero""}",{},"{""Space & Aero""}"
16390790,22,10,12,0,0,low,,t,2026-03-31 15:32:32.713451,f,Deep R&D,"{""Deep R&D""}",{},"{""Deep R&D""}"
14737199,24,10,14,0,0,low,,t,2026-03-31 15:21:50.624879,f,HealthTech,{HealthTech},{},{HealthTech}
16439827,26,10,16,0,0,low,,t,2026-03-31 15:33:16.308705,f,HealthTech,{HealthTech},{},{HealthTech}
16735985,50,26,4,20,0,medium,,t,2026-03-31 15:37:52.850677,f,Space & Aero,"{""Space & Aero""}",{},"{""Space & Aero""}"
15968687,48,25,6,17,0,medium,,t,2026-03-31 15:27:43.291687,f,Biotech,"{""AI & Software"",Biotech}",{MedTech},"{""AI & Software"",Biotech,MedTech}"
14919214,45,25,3,17,0,medium,,t,2026-03-31 15:22:26.632617,f,Biotech,{Biotech},{},{Biotech}
14868104,46,26,0,20,0,medium,,t,2026-03-31 15:22:17.13443,f,Deep R&D,"{""Deep R&D""}",{},"{""Deep R&D""}"
16552686,32,26,6,0,0,low,,t,2026-03-31 15:35:01.994042,f,Deep R&D,"{""Deep R&D""}",{},"{""Deep R&D""}"
15293563,43,26,0,17,0,medium,,t,2026-03-31 15:23:55.277324,f,Deep R&D,"{""Advanced Materials"",""Deep R&D""}",{},"{""Advanced Materials"",""Deep R&D""}"
13634973,32,14,18,0,0,low,,t,2026-03-31 15:19:15.527079,f,Deep R&D,"{""Deep R&D""}",{},"{""Deep R&D""}"
14391356,31,21,10,0,0,low,,t,2026-03-31 15:20:53.803711,f,CleanTech,"{CleanTech,Hardware}",{CleanTech},"{CleanTech,Hardware}"
13411181,47,25,2,20,0,medium,,t,2026-03-31 15:18:23.934062,f,Biotech,{Biotech},{},{Biotech}
14385905,27,0,10,17,0,low,,t,2026-03-31 15:20:53.484377,f,,{},{},{}
16415362,39,0,22,17,0,low,,t,2026-03-31 15:32:52.651588,f,,{},{},{}
16772638,29,0,12,17,0,low,,t,2026-03-31 15:38:37.974,f,,{},{},{}
15349567,32,0,12,20,0,low,,t,2026-03-31 15:24:08.538858,f,,{},{},{}
15440272,42,10,12,20,0,medium,,t,2026-03-31 15:24:31.255366,f,Advanced Materials,"{""Advanced Materials""}",{},"{""Advanced Materials""}"
15077786,29,0,12,17,0,low,,t,2026-03-31 15:23:04.203874,f,,{},{},{}
16349683,42,10,12,20,0,medium,,t,2026-03-31 15:31:57.061861,f,Advanced Materials,"{""Advanced Materials""}",{},"{""Advanced Materials""}"
16191033,32,0,12,20,0,low,,t,2026-03-31 15:29:59.254712,f,,{},{},{}
15433875,29,0,12,17,0,low,,t,2026-03-31 15:24:30.742413,f,,{},{},{}
15819389,45,25,3,17,0,medium,,t,2026-03-31 15:26:38.268142,f,Biotech,{Biotech},{},{Biotech}
14220125,29,0,12,17,0,low,,t,2026-03-31 15:20:30.904004,f,,{},{},{}
13901484,41,2,22,17,0,medium,,t,2026-03-31 15:19:52.994011,f,AI & Software,"{""AI & Software""}",{Biotech},"{""AI & Software"",Biotech}"
14450118,29,0,12,17,0,low,,t,2026-03-31 15:21:03.112218,f,,{},{},{}
13937522,31,2,12,17,0,low,,t,2026-03-31 15:19:56.639329,f,AI & Software,"{""AI & Software""}",{},"{""AI & Software""}"
14709964,57,25,12,20,0,medium,,t,2026-03-31 15:21:46.133327,f,Deep R&D,"{""AI & Software"",""Deep R&D""}",{},"{""AI & Software"",""Deep R&D""}"
13675595,42,25,0,17,0,medium,,t,2026-03-31 15:19:23.257513,f,Biotech,{Biotech},{},{Biotech}
15590331,44,27,0,17,0,medium,,t,2026-03-31 15:25:15.359149,f,Biotech,"{Biotech,HealthTech,R&D}",{},"{Biotech,HealthTech,R&D}"
16869272,46,25,4,17,0,medium,,t,2026-03-31 15:40:34.318418,f,Deep R&D,"{""Deep R&D""}",{},"{""Deep R&D""}"
SC849112,42,25,0,17,0,medium,,t,2026-03-31 15:47:49.268621,f,Deep R&D,"{""Deep R&D""}",{},"{""Deep R&D""}"
15452121,51,26,25,0,0,medium,,t,2026-03-31 15:24:34.493311,f,Biotech,"{Biotech,""Deep R&D""}","{""AI & Software"",""Quantum / Photonics""}","{""AI & Software"",Biotech,""Deep R&D"",""Quantum / Photonics""}"
16908904,42,25,0,17,0,medium,,t,2026-03-31 15:41:22.710641,f,Deep R&D,"{""AI & Software"",""Deep R&D""}","{""AI & Software""}","{""AI & Software"",""Deep R&D""}"
16655081,48,24,24,0,0,medium,,t,2026-03-31 15:36:35.400193,f,Biotech,{Biotech},{Biotech},{Biotech}
16650910,42,25,0,17,0,medium,,t,2026-03-31 15:36:30.629211,f,Biotech,{Biotech},{},{Biotech}
16585391,24,10,14,0,0,low,,t,2026-03-31 15:35:31.301737,f,HealthTech,{HealthTech},{Biotech},"{Biotech,HealthTech}"
SC846035,43,26,0,17,0,medium,,t,2026-03-31 15:47:42.144352,f,Deep R&D,"{""Deep R&D""}",{},"{""Deep R&D""}"
16640543,30,8,22,0,0,low,,t,2026-03-31 15:36:20.876035,f,HealthTech,{HealthTech},{Biotech},"{Biotech,HealthTech}"
16753554,30,8,22,0,0,low,,t,2026-03-31 15:38:12.015369,f,HealthTech,{HealthTech},{Robotics},"{HealthTech,Robotics}"
17010802,49,25,10,14,0,medium,,t,2026-03-31 15:43:40.446008,f,Biotech,{Biotech},{},{Biotech}
15390026,45,16,12,17,0,medium,,t,2026-03-31 15:24:19.444773,f,AI & Software,"{""AI & Software"",""Deep R&D""}",{},"{""AI & Software"",""Deep R&D""}"
17005991,31,2,12,17,0,low,,t,2026-03-31 15:43:33.711929,f,Data & Cloud,"{""Data & Cloud""}",{},"{""Data & Cloud""}"
NI728260,24,10,14,0,0,low,,t,2026-03-31 15:45:35.737539,f,HealthTech,{HealthTech},{Biotech},"{Biotech,HealthTech}"
16644835,42,25,0,17,0,medium,,t,2026-03-31 15:36:25.688422,f,Deep R&D,"{""AI & Software"",""Deep R&D""}",{},"{""AI & Software"",""Deep R&D""}"
15764799,43,26,0,17,0,medium,,t,2026-03-31 15:26:14.582467,f,Deep R&D,"{""Deep R&D""}",{},"{""Deep R&D""}"
14805301,18,8,10,0,0,low,,t,2026-03-31 15:22:03.946865,f,HealthTech,{HealthTech},{},{HealthTech}
15466489,49,8,24,17,0,medium,,t,2026-03-31 15:24:39.572042,f,HealthTech,{HealthTech},{Biotech},"{Biotech,HealthTech}"
16751164,37,20,6,11,0,low,,t,2026-03-31 15:38:11.243357,f,AI & Software,"{""AI & Software"",""Deep R&D""}",{},"{""AI & Software"",""Deep R&D""}"
16091419,69,25,24,20,0,high,,t,2026-03-31 15:28:54.663887,f,Biotech,{Biotech},{Biotech},{Biotech}
13814021,30,8,22,0,0,low,,t,2026-03-31 15:19:43.527777,f,HealthTech,{HealthTech},{Biotech},"{Biotech,HealthTech}"
16871407,48,27,1,20,0,medium,,t,2026-03-31 15:40:40.170396,f,Deep R&D,"{""AI & Software"",""Deep R&D"",HealthTech,MedTech}",{},"{""AI & Software"",""Deep R&D"",HealthTech,MedTech}"
16547944,30,8,22,0,0,low,,t,2026-03-31 15:34:57.300615,f,HealthTech,{HealthTech},{Biotech},"{Biotech,HealthTech}"
16645628,45,25,0,20,0,medium,,t,2026-03-31 15:36:25.811027,f,Deep R&D,"{""AI & Software"",""Deep R&D""}",{},"{""AI & Software"",""Deep R&D""}"
15623315,64,25,22,17,0,high,,t,2026-03-31 15:25:24.360245,f,Deep R&D,"{""Deep R&D""}",{Biotech},"{Biotech,""Deep R&D""}"
16349719,46,25,4,17,0,medium,,t,2026-03-31 15:31:57.067715,f,Deep R&D,"{""AI & Software"",""Deep R&D""}",{},"{""AI & Software"",""Deep R&D""}"
16346925,42,25,0,17,0,medium,,t,2026-03-31 15:31:56.646825,f,Deep R&D,"{""Deep R&D""}",{},"{""Deep R&D""}"
16456049,32,10,22,0,0,low,,t,2026-03-31 15:33:32.245587,f,HealthTech,{HealthTech},{Biotech},"{Biotech,HealthTech}"
17015941,36,11,14,11,0,low,,t,2026-03-31 15:43:47.566556,f,HealthTech,{HealthTech},{Biotech},"{Biotech,HealthTech}"
15845857,42,25,0,17,0,medium,,t,2026-03-31 15:26:50.748786,f,Deep R&D,"{""Deep R&D""}",{},"{""Deep R&D""}"
15976838,64,25,22,17,0,high,,t,2026-03-31 15:27:47.635476,f,Deep R&D,"{""Deep R&D""}",{Robotics},"{""Deep R&D"",Robotics}"
15945591,42,26,16,0,0,medium,,t,2026-03-31 15:27:32.560877,f,Biotech,"{Biotech,""Deep R&D""}","{MedTech,""Quantum / Photonics""}","{Biotech,""Deep R&D"",MedTech,""Quantum / Photonics""}"
13664496,67,25,22,20,0,high,,t,2026-03-31 15:19:20.024474,f,Biotech,{Biotech},{Biotech},{Biotech}
16936344,29,0,12,17,0,low,,t,2026-03-31 15:41:53.980833,f,,{},{},{}
14555913,41,25,16,0,0,medium,,t,2026-03-31 15:21:19.092767,f,Biotech,"{""AI & Software"",Biotech}",{Biotech},"{""AI & Software"",Biotech}"
16589734,42,25,0,17,0,medium,,t,2026-03-31 15:35:36.389851,f,Deep R&D,"{""Deep R&D""}",{},"{""Deep R&D""}"
16781890,18,8,10,0,0,low,,t,2026-03-31 15:38:50.88398,f,HealthTech,{HealthTech},{MedTech},"{HealthTech,MedTech}"
16467182,43,26,0,17,0,medium,,t,2026-03-31 15:33:43.049614,f,Deep R&D,"{""Deep R&D""}",{},"{""Deep R&D""}"
13525752,32,0,15,17,0,low,,t,2026-03-31 15:18:53.127634,f,,{},{CleanTech},{CleanTech}
16920220,31,0,14,17,0,low,,t,2026-03-31 15:41:31.732237,f,,{},{},{}
14457080,38,15,12,11,0,low,,t,2026-03-31 15:21:03.506545,f,CleanTech,{CleanTech},{},{CleanTech}
14410320,45,25,3,17,0,medium,,t,2026-03-31 15:20:56.19479,f,Deep R&D,"{""Deep R&D""}",{},"{""Deep R&D""}"
16303327,33,0,16,17,0,low,,t,2026-03-31 15:31:21.234223,f,,{},{Biotech},{Biotech}
16902423,42,25,0,17,0,medium,,t,2026-03-31 15:41:14.881983,f,Deep R&D,"{""Deep R&D""}",{},"{""Deep R&D""}"
16846849,32,0,12,20,0,low,,t,2026-03-31 15:40:08.238055,f,,{},{},{}
16511763,29,0,12,17,0,low,,t,2026-03-31 15:34:27.530715,f,,{},{},{}
14481960,32,0,12,20,0,low,,t,2026-03-31 15:21:07.590173,f,,{},{},{}
16723938,29,0,12,17,0,low,,t,2026-03-31 15:37:39.803861,f,,{},{},{}
16156214,32,0,12,20,0,low,,t,2026-03-31 15:29:35.459509,f,,{},{},{}
16788859,29,0,12,17,0,low,,t,2026-03-31 15:38:58.028176,f,,{},{},{}
15373477,39,10,12,17,0,low,,t,2026-03-31 15:24:14.331602,f,Advanced Materials,"{""Advanced Materials""}",{},"{""Advanced Materials""}"
15973440,32,0,12,20,0,low,,t,2026-03-31 15:27:46.832738,f,,{},{},{}
14863997,34,0,17,17,0,low,,t,2026-03-31 15:22:15.303937,f,,{},{Biotech},{Biotech}
16448309,57,25,12,20,0,medium,,t,2026-03-31 15:33:26.239822,f,Biotech,{Biotech},{},{Biotech}
16724096,32,0,12,20,0,low,,t,2026-03-31 15:37:39.826806,f,,{},{},{}
16014944,32,0,12,20,0,low,,t,2026-03-31 15:28:11.101809,f,,{},{},{}
14447198,32,0,12,20,0,low,,t,2026-03-31 15:21:01.633081,f,,{},{},{}
15209666,32,0,12,20,0,low,,t,2026-03-31 15:23:36.714022,f,,{},{},{}
17004393,42,10,12,20,0,medium,,t,2026-03-31 15:43:27.934234,f,Advanced Materials,"{""Advanced Materials""}",{},"{""Advanced Materials""}"
14815805,22,8,14,0,0,low,,t,2026-03-31 15:22:06.056948,f,HealthTech,{HealthTech},{Robotics},"{HealthTech,Robotics}"
14098973,22,8,14,0,0,low,,t,2026-03-31 15:20:16.334877,f,HealthTech,{HealthTech},{MedTech},"{HealthTech,MedTech}"
15130486,29,0,12,17,0,low,,t,2026-03-31 15:23:17.362822,f,,{},{},{}
15413439,34,0,14,20,0,low,,t,2026-03-31 15:24:25.119336,f,,{},{},{}
16214176,43,26,6,11,0,medium,,t,2026-03-31 15:30:15.342465,f,Deep R&D,"{""Deep R&D""}",{},"{""Deep R&D""}"
16407748,45,26,2,17,0,medium,,t,2026-03-31 15:32:46.43286,f,Deep R&D,"{""Deep R&D"",MedTech}",{MedTech},"{""Deep R&D"",MedTech}"
15974474,46,26,3,17,0,medium,,t,2026-03-31 15:27:47.089517,f,Deep R&D,"{Biotech,""Deep R&D""}",{},"{Biotech,""Deep R&D""}"
15381405,20,8,12,0,0,low,,t,2026-03-31 15:24:16.720594,f,HealthTech,{HealthTech},{},{HealthTech}
17052566,33,0,16,17,0,low,,t,2026-03-31 15:44:36.457647,f,,{},{Biotech},{Biotech}
15493685,54,26,8,20,0,medium,,t,2026-03-31 15:24:47.88976,f,Space & Aero,"{""EV & Automotive"",""Space & Aero""}",{},"{""EV & Automotive"",""Space & Aero""}"
15995753,41,20,1,20,0,medium,,t,2026-03-31 15:28:00.83809,f,AI & Software,"{""AI & Software"",Robotics}",{},"{""AI & Software"",Robotics}"
15466636,35,27,8,0,0,low,,t,2026-03-31 15:24:39.58589,f,Deep R&D,"{""Deep R&D""}",{},"{""Deep R&D""}"
16016396,58,26,12,20,0,medium,,t,2026-03-31 15:28:11.460964,f,Deep R&D,"{""Deep R&D""}",{},"{""Deep R&D""}"
16603683,36,4,12,20,0,low,,t,2026-03-31 15:35:46.664377,f,Data & Cloud,"{""AI & Software"",""Data & Cloud""}",{},"{""AI & Software"",""Data & Cloud""}"
16451165,35,4,14,17,0,low,,t,2026-03-31 15:33:30.707427,f,AI & Software,"{""AI & Software""}","{""Advanced Materials""}","{""AI & Software"",""Advanced Materials""}"
SC861588,45,20,25,0,0,medium,,t,2026-03-31 15:48:07.459493,f,Hardware,{Hardware},"{""Quantum / Photonics""}","{Hardware,""Quantum / Photonics""}"
SC861591,34,20,14,0,0,low,,t,2026-03-31 15:48:07.460916,f,Hardware,{Hardware},"{""Quantum / Photonics""}","{Hardware,""Quantum / Photonics""}"
16208565,42,25,0,17,0,medium,,t,2026-03-31 15:30:11.156202,f,Deep R&D,"{""Deep R&D""}",{},"{""Deep R&D""}"
16863476,45,23,22,0,0,medium,,t,2026-03-31 15:40:27.555058,f,MedTech,{MedTech},{Biotech},"{Biotech,MedTech}"
16698434,45,25,3,17,0,medium,,t,2026-03-31 15:37:14.774012,f,Deep R&D,"{""AI & Software"",""Deep R&D""}",{},"{""AI & Software"",""Deep R&D""}"
15389029,53,25,8,20,0,medium,,t,2026-03-31 15:24:17.296635,f,Space & Aero,"{""Space & Aero""}",{},"{""Space & Aero""}"
16682754,41,25,16,0,0,medium,,t,2026-03-31 15:36:59.929457,f,Biotech,{Biotech},{Biotech},{Biotech}
15345434,19,8,11,0,0,low,,t,2026-03-31 15:24:08.210019,f,HealthTech,{HealthTech},{MedTech},"{HealthTech,MedTech}"
16861031,46,23,3,20,0,medium,,t,2026-03-31 15:40:27.097586,f,Hardware,"{""Data & Cloud"",Hardware}",{},"{""Data & Cloud"",Hardware}"
16598455,45,28,0,17,0,medium,,t,2026-03-31 15:35:41.892708,f,Biotech,"{Biotech,MedTech}",{},"{Biotech,MedTech}"
13422059,31,13,18,0,0,low,,t,2026-03-31 15:18:26.359773,f,Robotics,{Robotics},{},{Robotics}
15800031,42,25,0,17,0,medium,,t,2026-03-31 15:26:31.08058,f,Biotech,{Biotech},{},{Biotech}
14877996,30,8,22,0,0,low,,t,2026-03-31 15:22:19.304001,f,HealthTech,{HealthTech},{Biotech},"{Biotech,HealthTech}"
16856797,45,25,0,20,0,medium,,t,2026-03-31 15:40:20.988496,f,Deep R&D,"{""Data & Cloud"",""Deep R&D""}",{},"{""Data & Cloud"",""Deep R&D""}"
14200511,27,0,10,17,0,low,,t,2026-03-31 15:20:27.90798,f,,{},{},{}
15103055,42,25,17,0,0,medium,,t,2026-03-31 15:23:09.148269,f,Biotech,{Biotech},{Biotech},{Biotech}
16429710,52,27,8,17,0,medium,,t,2026-03-31 15:33:09.119346,f,Space & Aero,"{""Deep R&D"",""Space & Aero""}",{},"{""Deep R&D"",""Space & Aero""}"
16295697,32,10,22,0,0,low,,t,2026-03-31 15:31:13.037275,f,HealthTech,{HealthTech},{Biotech},"{Biotech,HealthTech}"
16365836,33,10,12,11,0,low,,t,2026-03-31 15:32:10.185801,f,R&D,{R&D},{},{R&D}
16037412,38,10,14,14,0,low,,t,2026-03-31 15:28:24.438055,f,CleanTech,{CleanTech},{CleanTech},{CleanTech}
15336449,42,25,0,17,0,medium,,t,2026-03-31 15:24:05.765002,f,Biotech,{Biotech},{},{Biotech}
16553750,37,8,12,17,0,low,,t,2026-03-31 15:35:02.294202,f,HealthTech,{HealthTech},{},{HealthTech}
16657229,42,25,0,17,0,medium,,t,2026-03-31 15:36:35.746158,f,Biotech,{Biotech},{},{Biotech}
16876676,43,26,0,17,0,medium,,t,2026-03-31 15:40:46.484637,f,Biotech,"{""AI & Software"",Biotech,MedTech}",{},"{""AI & Software"",Biotech,MedTech}"
15854452,46,10,22,14,0,medium,,t,2026-03-31 15:26:54.086897,f,Deep R&D,"{""Deep R&D""}",{Robotics},"{""Deep R&D"",Robotics}"
16336289,29,0,12,17,0,low,,t,2026-03-31 15:31:47.862434,f,,{},{},{}
16078529,46,26,0,20,0,medium,,t,2026-03-31 15:28:46.954257,f,Space & Aero,"{""Space & Aero""}",{},"{""Space & Aero""}"
15362701,27,0,10,17,0,low,,t,2026-03-31 15:24:11.530151,f,,{},{MedTech},{MedTech}
14528614,31,25,6,0,0,low,,t,2026-03-31 15:21:14.97523,f,Deep R&D,"{""Deep R&D""}",{},"{""Deep R&D""}"
16585491,43,26,0,17,0,medium,,t,2026-03-31 15:35:31.317748,f,Biotech,"{""AI & Software"",Biotech,""Data & Cloud"",HealthTech}",{},"{""AI & Software"",Biotech,""Data & Cloud"",HealthTech}"
16811534,31,0,14,17,0,low,,t,2026-03-31 15:39:24.508779,f,,{},"{""Advanced Materials""}","{""Advanced Materials""}"
16665079,42,25,0,17,0,medium,,t,2026-03-31 15:36:45.015599,f,Biotech,{Biotech},{},{Biotech}
14587687,32,10,22,0,0,low,,t,2026-03-31 15:21:23.668584,f,HealthTech,{HealthTech},{Biotech},"{Biotech,HealthTech}"
SC835673,42,25,0,17,0,medium,,t,2026-03-31 15:47:28.90127,f,Deep R&D,"{""Deep R&D""}",{},"{""Deep R&D""}"
17009803,33,25,8,0,0,low,,t,2026-03-31 15:43:35.102209,f,Space & Aero,"{""Space & Aero""}",{},"{""Space & Aero""}"
15523236,32,10,22,0,0,low,,t,2026-03-31 15:24:54.48382,f,HealthTech,{HealthTech},{Biotech},"{Biotech,HealthTech}"
14589989,18,8,10,0,0,low,,t,2026-03-31 15:21:25.043062,f,HealthTech,{HealthTech},{MedTech},"{HealthTech,MedTech}"
SC880308,25,13,12,0,0,low,,t,2026-03-31 15:48:49.934944,f,Deep R&D,"{""Deep R&D""}",{},"{""Deep R&D""}"
17042823,31,0,14,17,0,low,,t,2026-03-31 15:44:20.710884,f,,{},{},{}
16128596,31,25,6,0,0,low,,t,2026-03-31 15:29:15.131629,f,Deep R&D,"{""Deep R&D""}",{},"{""Deep R&D""}"
16969003,27,13,14,0,0,low,,t,2026-03-31 15:42:38.079924,f,Deep R&D,"{""Deep R&D""}",{},"{""Deep R&D""}"
14078706,33,11,22,0,0,low,,t,2026-03-31 15:20:13.628151,f,HealthTech,{HealthTech},{Biotech},"{Biotech,HealthTech}"
15378636,42,25,0,17,0,medium,,t,2026-03-31 15:24:16.534329,f,Deep R&D,"{""AI & Software"",""Deep R&D""}",{},"{""AI & Software"",""Deep R&D""}"
16773471,32,10,22,0,0,low,,t,2026-03-31 15:38:38.229598,f,HealthTech,{HealthTech},{Biotech},"{Biotech,HealthTech}"
14930580,22,8,14,0,0,low,,t,2026-03-31 15:22:29.125472,f,HealthTech,{HealthTech},{Biotech},"{Biotech,HealthTech}"
16956150,33,10,12,11,0,low,,t,2026-03-31 15:42:24.783639,f,R&D,{R&D},{},{R&D}
14042687,22,10,12,0,0,low,,t,2026-03-31 15:20:09.31492,f,HealthTech,{HealthTech},{},{HealthTech}
15538851,32,0,12,20,0,low,,t,2026-03-31 15:24:59.931661,f,,{},{},{}
14995267,29,0,12,17,0,low,,t,2026-03-31 15:22:43.388479,f,,{},{},{}
16983180,43,25,1,17,0,medium,,t,2026-03-31 15:42:58.994388,f,Biotech,{Biotech},{},{Biotech}
15642140,30,0,10,20,0,low,,t,2026-03-31 15:25:30.778914,f,,{},{},{}
17035787,29,0,12,17,0,low,,t,2026-03-31 15:44:08.191944,f,,{},{},{}
15238710,43,10,16,17,0,medium,,t,2026-03-31 15:23:42.257222,f,Deep R&D,"{""Deep R&D""}",{Biotech},"{Biotech,""Deep R&D""}"
17032270,46,28,1,17,0,medium,,t,2026-03-31 15:44:07.329798,f,Space & Aero,"{Defence,Hardware,""Space & Aero""}",{},"{Defence,Hardware,""Space & Aero""}"
15450200,32,0,12,20,0,low,,t,2026-03-31 15:24:34.342627,f,,{},{},{}
SC703944,42,26,16,0,0,medium,,t,2026-03-31 15:45:55.062034,f,Biotech,{Biotech},{},{Biotech}
15616642,29,0,12,17,0,low,,t,2026-03-31 15:25:23.910231,f,,{},{},{}
14599143,31,25,6,0,0,low,,t,2026-03-31 15:21:25.628661,f,Deep R&D,"{""Deep R&D""}",{},"{""Deep R&D""}"
15892687,43,26,0,17,0,medium,,t,2026-03-31 15:27:08.501481,f,Deep R&D,"{""Deep R&D""}",{},"{""Deep R&D""}"
13587676,29,0,12,17,0,low,,t,2026-03-31 15:19:06.035433,f,,{},{},{}
16402399,29,0,12,17,0,low,,t,2026-03-31 15:32:41.788168,f,,{},{},{}
15571098,29,0,12,17,0,low,,t,2026-03-31 15:25:09.510785,f,,{},{},{}
15341688,45,25,0,20,0,medium,,t,2026-03-31 15:24:06.113707,f,Space & Aero,"{""Space & Aero""}",{},"{""Space & Aero""}"
16756548,45,25,3,17,0,medium,,t,2026-03-31 15:38:17.146663,f,Deep R&D,"{""AI & Software"",""Deep R&D""}",{},"{""AI & Software"",""Deep R&D""}"
15949208,46,24,22,0,0,medium,,t,2026-03-31 15:27:35.570651,f,Biotech,"{Biotech,MedTech}",{Biotech},"{Biotech,MedTech}"
16560777,41,25,16,0,0,medium,,t,2026-03-31 15:35:11.037708,f,Biotech,{Biotech},{Biotech},{Biotech}
16254087,42,25,0,17,0,medium,,t,2026-03-31 15:30:43.367243,f,Deep R&D,"{""Deep R&D""}",{},"{""Deep R&D""}"
15752904,29,0,12,17,0,low,,t,2026-03-31 15:26:11.003848,f,,{},{},{}
14821399,29,0,12,17,0,low,,t,2026-03-31 15:22:07.911997,f,,{},{},{}
16140617,29,0,12,17,0,low,,t,2026-03-31 15:29:23.33545,f,,{},{},{}
15481344,32,26,6,0,0,low,,t,2026-03-31 15:24:42.798071,f,Deep R&D,"{""Deep R&D""}",{},"{""Deep R&D""}"
16302274,47,25,22,0,0,medium,,t,2026-03-31 15:31:17.668737,f,Biotech,{Biotech},{Biotech},{Biotech}
14053995,39,10,12,17,0,low,,t,2026-03-31 15:20:09.992587,f,Deep R&D,"{""Deep R&D""}",{},"{""Deep R&D""}"
13621063,23,11,12,0,0,low,,t,2026-03-31 15:19:13.552745,f,Deep R&D,"{""Deep R&D""}",{},"{""Deep R&D""}"
16809915,68,26,25,17,0,high,,t,2026-03-31 15:39:24.195817,f,Deep R&D,"{""Deep R&D"",Hardware}","{""Quantum / Photonics""}","{""Deep R&D"",Hardware,""Quantum / Photonics""}"
16424474,46,13,22,11,0,medium,,t,2026-03-31 15:33:03.690572,f,Deep R&D,"{""Deep R&D""}",{Robotics},"{""Deep R&D"",Robotics}"
15379944,29,0,12,17,0,low,,t,2026-03-31 15:24:16.626977,f,,{},{},{}
17019494,39,8,14,17,0,low,,t,2026-03-31 15:43:48.700264,f,EV & Automotive,"{""EV & Automotive""}",{},"{""EV & Automotive""}"
16542587,31,0,14,17,0,low,,t,2026-03-31 15:34:52.457094,f,,{},{},{}
14191457,45,28,0,17,0,medium,,t,2026-03-31 15:20:27.399728,f,Biotech,"{Biotech,""Deep R&D"",R&D}",{},"{Biotech,""Deep R&D"",R&D}"
16846806,31,2,12,17,0,low,,t,2026-03-31 15:40:08.230264,f,Data & Cloud,"{""Data & Cloud""}",{},"{""Data & Cloud""}"
16656581,29,0,12,17,0,low,,t,2026-03-31 15:36:35.641069,f,,{},{},{}
14110070,29,0,12,17,0,low,,t,2026-03-31 15:20:17.821203,f,,{},{},{}
13555208,43,26,0,17,0,medium,,t,2026-03-31 15:19:00.470976,f,Deep R&D,"{""AI & Software"",""Deep R&D""}",{},"{""AI & Software"",""Deep R&D""}"
16845526,45,25,0,20,0,medium,,t,2026-03-31 15:40:07.984496,f,Deep R&D,"{""AI & Software"",""Data & Cloud"",""Deep R&D""}",{},"{""AI & Software"",""Data & Cloud"",""Deep R&D""}"
16952953,31,2,12,17,0,low,,t,2026-03-31 15:42:16.535255,f,AI & Software,"{""AI & Software""}",{},"{""AI & Software""}"
15583216,29,0,12,17,0,low,,t,2026-03-31 15:25:12.641418,f,,{},{},{}
16558472,43,26,0,17,0,medium,,t,2026-03-31 15:35:06.844599,f,Biotech,"{Biotech,""Deep R&D""}",{},"{Biotech,""Deep R&D""}"
16363439,43,26,0,17,0,medium,,t,2026-03-31 15:32:09.837654,f,Deep R&D,"{""Deep R&D""}",{},"{""Deep R&D""}"
15181132,30,8,22,0,0,low,,t,2026-03-31 15:23:27.998798,f,HealthTech,{HealthTech},{Biotech},"{Biotech,HealthTech}"
SC737400,24,10,14,0,0,low,,t,2026-03-31 15:46:14.641793,f,CleanTech,{CleanTech},{CleanTech},{CleanTech}
17058341,33,2,14,17,0,low,,t,2026-03-31 15:44:44.85181,f,AI & Software,"{""AI & Software""}",{},"{""AI & Software""}"
13318066,34,0,14,20,0,low,,t,2026-03-31 15:18:02.956295,f,,{},{},{}
16024318,47,25,2,20,0,medium,,t,2026-03-31 15:28:16.035375,f,Biotech,{Biotech},{},{Biotech}
16789201,27,21,6,0,0,low,,t,2026-03-31 15:38:58.125419,f,AI & Software,"{""AI & Software"",""Deep R&D"",Hardware}",{},"{""AI & Software"",""Deep R&D"",Hardware}"
