company_number,company_name,company_status,company_type,date_of_creation,jurisdiction,registered_postcode,registered_locality,registered_region,sic_codes,created_at,updated_at,last_refreshed_at
15045084,AUGUST ROBOTICS LIMITED,Active,ltd,2023-08-01,United Kingdom,WC2H 9JQ,LONDON,,"[""96090""]",2026-03-31 13:27:03.251513,2026-03-31 13:27:03.251513,
16630505,AUNOMYX LTD,Active,ltd,2025-08-04,United Kingdom,WC2H 9JQ,LONDON,,"[""72110"", ""72190""]",2026-03-31 13:27:03.305931,2026-03-31 13:27:03.305931,
16817398,AURA AEROSPACE LTD,Active,ltd,2025-10-29,United Kingdom,NE61 3FN,MORPETH,,"[""30300"", ""33200"", ""74100""]",2026-03-31 13:27:03.305931,2026-03-31 13:27:03.305931,
16173353,AURA GROUP INTERNATIONAL LTD,Active,ltd,2025-01-09,United Kingdom,W1S 4JL,LONDON,,"[""46190""]",2026-03-31 13:27:03.305931,2026-03-31 13:27:03.305931,
16436507,AUREIS MATERIALS LIMITED,Active,ltd,2025-05-07,United Kingdom,EC1N 7RJ,LONDON,,"[""43330"", ""46130"", ""46730""]",2026-03-31 13:27:03.359522,2026-03-31 13:27:03.359522,
15733030,AURELIA INTERNATIONAL LTD,Active,ltd,2024-05-20,United Kingdom,OX16 3LL,BANBURY,,"[""78200""]",2026-03-31 13:27:03.359522,2026-03-31 13:27:03.359522,
14746711,AUTOHAEM LTD,Active,ltd,2023-03-21,United Kingdom,CB1 1EL,CAMBRIDGE,,"[""22290"", ""71122"", ""72190""]",2026-03-31 13:27:03.544496,2026-03-31 13:27:03.544496,
16553172,AUTOMATE EDGE AI LTD,Active,ltd,2025-06-30,United Kingdom,WC2H 9JQ,LONDON,,"[""62020""]",2026-03-31 13:27:03.610979,2026-03-31 13:27:03.610979,
16076383,AUTOMATED GOVERNANCE SYSTEMS LTD,Active,ltd,2024-11-12,United Kingdom,WC2H 9JQ,LONDON,,"[""62020"", ""63110"", ""63990""]",2026-03-31 13:27:03.610979,2026-03-31 13:27:03.610979,
13905053,AUTOMATION AND ROBOTICS LIMITED,Active,ltd,2022-02-09,United Kingdom,NG13 8XZ,BINGHAM,,"[""28990"", ""71122"", ""74100""]",2026-03-31 13:27:03.610979,2026-03-31 13:27:03.610979,
16249440,AUTOMORPHIC LIMITED,Active,ltd,2025-02-13,United Kingdom,OX4 4BG,OXFORD,,"[""72190""]",2026-03-31 13:27:03.610979,2026-03-31 13:27:03.610979,
16289547,AUTONEX SYSTEMS LIMITED,Active,ltd,2025-03-04,United Kingdom,WC2H 9JQ,LONDON,,"[""71122"", ""72190""]",2026-03-31 13:27:03.610979,2026-03-31 13:27:03.610979,
13340352,AUTONOMOUS AAC LTD,Active,ltd,2021-04-15,United Kingdom,WC2H 9JQ,LONDON,,"[""85590""]",2026-03-31 13:27:03.610979,2026-03-31 13:27:03.610979,
SC770020,AUTONOMOUS BUILDING LTD,Active,ltd,2023-05-18,United Kingdom,G32 9LL,GLASGOW,,"[""72190""]",2026-03-31 13:27:03.610979,2026-03-31 13:27:03.610979,
16001947,AUTONOMOUS CAPITAL LTD,Active,ltd,2024-10-06,United Kingdom,SE19 1HA,LONDON,,"[""64999""]",2026-03-31 13:27:03.610979,2026-03-31 13:27:03.610979,
13903187,AWDIO LTD,Active,ltd,2022-02-09,United Kingdom,OX29 0RS,WITNEY,,"[""27900"", ""72190"", ""74100"", ""95210""]",2026-03-31 13:27:04.067248,2026-03-31 13:27:04.067248,
16236529,AWESOME GUY LTD,Active,ltd,2025-02-07,United Kingdom,CB25 9PB,CAMBRIDGE,,"[""30300""]",2026-03-31 13:27:04.067248,2026-03-31 13:27:04.067248,
15727459,AWESOME TECHNOLOGIES INTERNATIONAL LTD,Active,ltd,2024-05-17,United Kingdom,EC2M 5TU,LONDON,,"[""62011"", ""62012""]",2026-03-31 13:27:04.067248,2026-03-31 13:27:04.067248,
16644918,AWOCS INTERNATIONAL HOLDING LTD,Active,ltd,2025-08-11,United Kingdom,WC2H 9JQ,LONDON,,"[""70229"", ""77400"", ""90030"", ""90040""]",2026-03-31 13:27:04.067248,2026-03-31 13:27:04.067248,
14395980,APOLLO AP39 LIMITED,Active,ltd,2022-10-03,United Kingdom,CB1 2JD,CAMBRIDGE,,"[""72190""]",2026-03-31 13:27:00.309826,2026-03-31 13:27:00.309826,
15508393,APOLLO AP40 LIMITED,Active,ltd,2024-02-20,United Kingdom,CB1 2JD,CAMBRIDGE,,"[""72190""]",2026-03-31 13:27:00.309826,2026-03-31 13:27:00.309826,
14237787,APOLLO AP43 LIMITED,Active,ltd,2022-07-14,United Kingdom,CB1 2JD,CAMBRIDGE,,"[""72190""]",2026-03-31 13:27:00.309826,2026-03-31 13:27:00.309826,
15316237,APOLLO AP45 LIMITED,Active,ltd,2023-11-29,United Kingdom,CB1 2JD,CAMBRIDGE,,"[""72190""]",2026-03-31 13:27:00.309826,2026-03-31 13:27:00.309826,
15316208,APOLLO AP46 LIMITED,Active,ltd,2023-11-29,United Kingdom,CB1 2JD,CAMBRIDGE,,"[""72190""]",2026-03-31 13:27:00.309826,2026-03-31 13:27:00.309826,
15927448,APOLLO AP47 LIMITED,Active,ltd,2024-08-29,United Kingdom,CB1 2JD,CAMBRIDGE,,"[""72190""]",2026-03-31 13:27:00.309826,2026-03-31 13:27:00.309826,
15494545,APOLLO AP48 LIMITED,Active,ltd,2024-02-16,United Kingdom,CB1 2JD,CAMBRIDGE,,"[""72190""]",2026-03-31 13:27:00.309826,2026-03-31 13:27:00.309826,
15508402,APOLLO AP49 LIMITED,Active,ltd,2024-02-20,United Kingdom,CB1 2JD,CAMBRIDGE,,"[""72190""]",2026-03-31 13:27:00.309826,2026-03-31 13:27:00.309826,
15413451,APOLLO AP50 LIMITED,Active,ltd,2024-01-15,United Kingdom,CB1 2JD,CAMBRIDGE,,"[""72190""]",2026-03-31 13:27:00.309826,2026-03-31 13:27:00.309826,
15459801,APOLLO AP51 LIMITED,Active,ltd,2024-02-01,United Kingdom,CB1 2JD,CAMBRIDGE,,"[""72190""]",2026-03-31 13:27:00.309826,2026-03-31 13:27:00.309826,
15822012,APOLLO AP52 LIMITED,Active,ltd,2024-07-04,United Kingdom,CB1 2JD,CAMBRIDGE,,"[""72190""]",2026-03-31 13:27:00.309826,2026-03-31 13:27:00.309826,
15719166,APOLLO AP53 LIMITED,Active,ltd,2024-05-13,United Kingdom,CB1 2JD,CAMBRIDGE,,"[""72190""]",2026-03-31 13:27:00.309826,2026-03-31 13:27:00.309826,
15161652,APOLLO INTERNATIONAL FINANCE III LTD,Active,ltd,2023-09-24,United Kingdom,W1D 3BG,LONDON,,"[""66300""]",2026-03-31 13:27:00.309826,2026-03-31 13:27:00.309826,
13395729,APOLLO THERAPEUTICS ENTERPRISE LIMITED,Active,ltd,2021-05-13,United Kingdom,CB1 2JD,CAMBRIDGE,,"[""64209""]",2026-03-31 13:27:00.309826,2026-03-31 13:27:00.309826,
13393274,APOLLO THERAPEUTICS GROUP LIMITED,Active,ltd,2021-05-12,United Kingdom,CB1 2JD,CAMBRIDGE,,"[""64209""]",2026-03-31 13:27:00.309826,2026-03-31 13:27:00.309826,
13396815,APOLLO THERAPEUTICS LIMITED,Active,ltd,2021-05-13,United Kingdom,CB1 2JD,CAMBRIDGE,,"[""64209"", ""72110""]",2026-03-31 13:27:00.309826,2026-03-31 13:27:00.309826,
15961110,APOSTLE INTERNATIONAL LIMITED,Active,ltd,2024-09-16,United Kingdom,WC2H 9JQ,LONDON,,"[""96090""]",2026-03-31 13:27:00.383207,2026-03-31 13:27:00.383207,
16448240,AQ DIAGNOSTICS LTD,Active,ltd,2025-05-12,United Kingdom,EC1V 2NX,LONDON,,"[""86900""]",2026-03-31 13:27:00.515561,2026-03-31 13:27:00.515561,
16287455,AQATIN CANADA PROCESSING LIMITED,Active,ltd,2025-03-03,United Kingdom,EC1A 7BL,LONDON,,"[""30300"", ""62090""]",2026-03-31 13:27:00.515561,2026-03-31 13:27:00.515561,
16060955,AQEMIA LIMITED,Active,ltd,2024-11-05,United Kingdom,EC2R 8DU,LONDON,,"[""62012"", ""72190""]",2026-03-31 13:27:00.515561,2026-03-31 13:27:00.515561,
16603256,AQL DIAGNOSTICS LTD,Active,ltd,2025-07-23,United Kingdom,B60 3DJ,BROMSGROVE,,"[""86220""]",2026-03-31 13:27:00.515561,2026-03-31 13:27:00.515561,
15457231,AQUA LEMNA GROUP INTERNATIONAL LTD,Active,ltd,2024-01-31,United Kingdom,LN11 8QG,LOUTH,,"[""01110"", ""03210"", ""03220"", ""36000""]",2026-03-31 13:27:00.590391,2026-03-31 13:27:00.590391,
16963394,AQUA PURE 52 LTD,Active,ltd,2026-01-14,United Kingdom,WC2H 9JQ,LONDON,,"[""72110""]",2026-03-31 13:27:00.590391,2026-03-31 13:27:00.590391,
15568893,AQUACELL LTD,Active,ltd,2024-03-16,United Kingdom,WC2R 0LT,LONDON,,"[""36000""]",2026-03-31 13:27:00.590391,2026-03-31 13:27:00.590391,
16482638,AQUALASE LIMITED,Active,ltd,2025-05-28,United Kingdom,WC1N 3AX,LONDON,,"[""32990"", ""72190""]",2026-03-31 13:27:00.590391,2026-03-31 13:27:00.590391,
13436066,AQUALUNG CARBON CAPTURE UK LIMITED,Active,ltd,2021-06-02,United Kingdom,W2 1AY,LONDON,,"[""71121"", ""71122"", ""74909""]",2026-03-31 13:27:00.590391,2026-03-31 13:27:00.590391,
17058148,AQUARIUS WIRELESS SOLUTIONS LIMITED,Active,ltd,2026-02-26,United Kingdom,RG24 7HE,BASINGSTOKE,,"[""26110""]",2026-03-31 13:27:00.590391,2026-03-31 13:27:00.590391,
16596293,AQUASENSE AI SOLUTIONS LTD,Active,ltd,2025-07-20,United Kingdom,B20 3PU,BIRMINGHAM,,"[""36000"", ""62012"", ""71122"", ""72190""]",2026-03-31 13:27:00.590391,2026-03-31 13:27:00.590391,
14360820,AQUATIC THERAPEUTICS LIMITED,Active,ltd,2022-09-15,United Kingdom,HA1 2AX,HARROW,,"[""86900""]",2026-03-31 13:27:00.590391,2026-03-31 13:27:00.590391,
15513685,AQUATOOLS HYGIENE LIMITED,Active,ltd,2024-02-22,United Kingdom,OX10 9DG,WALLINGFORD,,"[""21100""]",2026-03-31 13:27:00.590391,2026-03-31 13:27:00.590391,
15918481,AQUAVATION LIMITED,Active,ltd,2024-08-26,United Kingdom,LA20 6BT,BROUGHTON-IN-FURNESS,,"[""71122""]",2026-03-31 13:27:00.590391,2026-03-31 13:27:00.590391,
16381300,AQUAVERA ENGINEERING LTD,Active,ltd,2025-04-10,United Kingdom,B63 2EW,HALESOWEN,,"[""71129""]",2026-03-31 13:27:00.590391,2026-03-31 13:27:00.590391,
16480410,AQUAVERIS SOLUTIONS LTD,Active,ltd,2025-05-27,United Kingdom,EC1V 2NX,LONDON,,"[""43999"", ""71200""]",2026-03-31 13:27:00.590391,2026-03-31 13:27:00.590391,
16922092,AQUAVEST LIMITED,Active,ltd,2025-12-19,United Kingdom,NW1 5RA,LONDON,,"[""64209""]",2026-03-31 13:27:00.590391,2026-03-31 13:27:00.590391,
15819493,AQUAVIDA SOLUTIONS LIMITED,Active,ltd,2024-07-03,United Kingdom,WC2H 7HF,LONDON,,"[""36000""]",2026-03-31 13:27:00.590391,2026-03-31 13:27:00.590391,
16148709,AQUAVIR LTD,Active,ltd,2024-12-23,United Kingdom,DE12 6HU,SWADLINCOTE,,"[""71129""]",2026-03-31 13:27:00.590391,2026-03-31 13:27:00.590391,
16110297,AQUAVISTA TRADING LIMITED,Active,ltd,2024-11-29,United Kingdom,WC2H 9JQ,LONDON,,"[""47110""]",2026-03-31 13:27:00.590391,2026-03-31 13:27:00.590391,
15727591,AQUAVISTA UNIVERSAL LTD,Active,ltd,2024-05-17,United Kingdom,WC1X 0BF,LONDON,,"[""68100"", ""68209""]",2026-03-31 13:27:00.590391,2026-03-31 13:27:00.590391,
16678411,AQUAVIVE SPRINGS LTD,Active,ltd,2025-08-27,United Kingdom,CM20 1YS,HARLOW,,"[""86210""]",2026-03-31 13:27:00.590391,2026-03-31 13:27:00.590391,
16175876,AQUAWOOD LTD,Active,ltd,2025-01-10,United Kingdom,CB1 2GE,CAMBRIDGE,,"[""26200"", ""62012"", ""62020"", ""66300""]",2026-03-31 13:27:00.590391,2026-03-31 13:27:00.590391,
16393622,AQUILA INTERNATIONAL LIMITED,Active,ltd,2025-04-16,United Kingdom,W1S 1BN,LONDON,,"[""96090""]",2026-03-31 13:27:00.590391,2026-03-31 13:27:00.590391,
16874220,AQUIZER LTD,Active,ltd,2025-11-25,United Kingdom,OX1 2BE,OXFORD,,"[""62012"", ""71122"", ""72190""]",2026-03-31 13:27:00.656485,2026-03-31 13:27:00.656485,
16448731,AQURA BIOSCIENCE LTD,Active,ltd,2025-05-12,United Kingdom,BL1 5EY,BOLTON,,"[""72190""]",2026-03-31 13:27:00.656485,2026-03-31 13:27:00.656485,
16290662,AQURO LIMITED,Active,ltd,2025-03-04,United Kingdom,NW1 1AD,LONDON,,"[""72110""]",2026-03-31 13:27:00.656485,2026-03-31 13:27:00.656485,
16828545,ARATCO INTERNATIONAL LIMITED,Active,ltd,2025-11-03,United Kingdom,WC2H 9JQ,LONDON,,"[""45310"", ""45320"", ""46370"", ""46630""]",2026-03-31 13:27:00.743545,2026-03-31 13:27:00.743545,
15698508,ARAVAX LIMITED,Active,ltd,2024-04-30,United Kingdom,OX4 4GP,OXFORD,,"[""72110""]",2026-03-31 13:27:00.743545,2026-03-31 13:27:00.743545,
14722260,ARBO BIOTECHNOLOGY LIMITED,Active,ltd,2023-03-10,United Kingdom,SL7 1EY,MARLOW,,"[""46900"", ""72110"", ""96090""]",2026-03-31 13:27:00.808959,2026-03-31 13:27:00.808959,
SC794912,ARC ADDITIVE LIMITED,Active,ltd,2024-01-11,United Kingdom,EH54 8SH,LIVINGSTON,,"[""71129""]",2026-03-31 13:27:00.808959,2026-03-31 13:27:00.808959,
14184899,ARC INTERNATIONAL DESIGN CONSULTANTS UK LIMITED,Active,ltd,2022-06-20,United Kingdom,EC3V 9AA,LONDON,,"[""71111"", ""71112"", ""71129""]",2026-03-31 13:27:00.808959,2026-03-31 13:27:00.808959,
16788632,ARC MOTORS LTD,Active,ltd,2025-10-15,United Kingdom,NW11 9NS,LONDON,,"[""45112""]",2026-03-31 13:27:00.808959,2026-03-31 13:27:00.808959,
16766467,ARCADIAN INTERNATIONAL LTD,Active,ltd,2025-10-05,United Kingdom,W1S 1BN,LONDON,,"[""64209""]",2026-03-31 13:27:00.871597,2026-03-31 13:27:00.871597,
16633588,ARCANGEL ADDITIVE LTD,Active,ltd,2025-08-05,United Kingdom,E14 8PX,LONDON,,"[""71122""]",2026-03-31 13:27:00.871597,2026-03-31 13:27:00.871597,
15737492,ARIST INTERNATIONAL LTD,Active,ltd,2024-05-22,United Kingdom,W1W 5PF,LONDON,,"[""47190""]",2026-03-31 13:27:01.201747,2026-03-31 13:27:01.201747,
15738526,ARISTAN LABORATORIES INTERNATIONAL LTD,Active,ltd,2024-05-23,United Kingdom,SK10 3HZ,MACCLESFIELD,,"[""21200"", ""46450"", ""72110""]",2026-03-31 13:27:01.201747,2026-03-31 13:27:01.201747,
16496248,ARK BIOSCIENCES LTD,Active,ltd,2025-06-03,United Kingdom,RG14 5SJ,NEWBURY,,"[""72110""]",2026-03-31 13:27:01.263431,2026-03-31 13:27:01.263431,
15633117,ARK SUSTAINABLE ENGINEERING SOLUTIONS LTD,Active,ltd,2024-04-09,United Kingdom,W1W 7LT,LONDON,,"[""42110"", ""42990"", ""43290""]",2026-03-31 13:27:01.263431,2026-03-31 13:27:01.263431,
16409522,ARK ULTRASOUND DIAGNOSTICS LIMITED,Active,ltd,2025-04-24,United Kingdom,HA6 2HY,NORTHWOOD,,"[""86220""]",2026-03-31 13:27:01.263431,2026-03-31 13:27:01.263431,
13432870,ARKEA INTERNATIONAL LTD,Active,ltd,2021-05-31,United Kingdom,WC1N 3AX,LONDON,,"[""71111"", ""71112""]",2026-03-31 13:27:01.263431,2026-03-31 13:27:01.263431,
15206416,ARKHAM RESTRUCTURING & TURNAROUND SOLUTIONS LIMITED,Active,ltd,2023-10-11,United Kingdom,W1W 5PF,LONDON,,"[""82990""]",2026-03-31 13:27:01.263431,2026-03-31 13:27:01.263431,
15555770,ARLINGTON INTERNATIONAL LIMITED,Active,ltd,2024-03-12,United Kingdom,W1W 8QH,LONDON,,"[""78109""]",2026-03-31 13:27:01.327976,2026-03-31 13:27:01.327976,
SC834691,ASAD MOTORS LTD,Active,ltd,2025-01-20,United Kingdom,EH15 2RQ,EDINBURGH,,"[""49320""]",2026-03-31 13:27:01.835469,2026-03-31 13:27:01.835469,
15983725,ASAE BIOTECHNOLOGY CONSULTING LTD,Active,ltd,2024-09-26,United Kingdom,W1W 7LT,LONDON,,"[""62012"", ""70229"", ""71122"", ""72110""]",2026-03-31 13:27:01.835469,2026-03-31 13:27:01.835469,
16672576,ASAS FOR INTERNATIONAL TRADING LTD,Active,ltd,2025-08-25,United Kingdom,M40 8WN,MANCHESTER,,"[""38310"", ""38320"", ""46770"", ""46900""]",2026-03-31 13:27:01.893589,2026-03-31 13:27:01.893589,
13902067,ASAVA CORPORATION LTD,Active,ltd,2022-02-08,United Kingdom,W1W 7LT,LONDON,,"[""62020"", ""68320"", ""71129"", ""72190""]",2026-03-31 13:27:01.893589,2026-03-31 13:27:01.893589,
16377845,ASCEND IT INTERNATIONAL LTD,Active,ltd,2025-04-08,United Kingdom,SE10 9BB,LONDON,,"[""47410"", ""62020"", ""62030""]",2026-03-31 13:27:01.893589,2026-03-31 13:27:01.893589,
14654750,ASCENDBIO LTD,Active,ltd,2023-02-10,United Kingdom,CB22 3HJ,SAWSTON,,"[""72110""]",2026-03-31 13:27:01.893589,2026-03-31 13:27:01.893589,
16510536,ASCENSION ALTERNATIVE PROVISION LIMITED,Active,ltd,2025-06-10,United Kingdom,W1G 8DA,LONDON,,"[""85320"", ""85410"", ""85510"", ""85590""]",2026-03-31 13:27:01.893589,2026-03-31 13:27:01.893589,
16450795,ASCENT AI LABS LTD,Active,ltd,2025-05-13,United Kingdom,CO4 3ZQ,COLCHESTER,,"[""62012"", ""62020"", ""63110"", ""72190""]",2026-03-31 13:27:01.893589,2026-03-31 13:27:01.893589,
SC872462,ASCENT RNA LIMITED,Active,ltd,2025-12-11,United Kingdom,EH4 2HS,EDINBURGH,,"[""63110"", ""72110"", ""72190"", ""74909""]",2026-03-31 13:27:01.958007,2026-03-31 13:27:01.958007,
16748435,ASTRION INFORMATICS LTD,Active,ltd,2025-09-28,United Kingdom,CB1 2GE,CAMBRIDGE,,"[""26200"", ""26400"", ""46510"", ""46520""]",2026-03-31 13:27:02.714456,2026-03-31 13:27:02.714456,
15677234,ASTRO NAVI LTD,Active,ltd,2024-04-23,United Kingdom,WC2H 9JQ,LONDON,,"[""43290"", ""71112"", ""71122"", ""72190""]",2026-03-31 13:27:02.714456,2026-03-31 13:27:02.714456,
13692233,ASTROINN LTD,Active,ltd,2021-10-19,United Kingdom,WC2H 9JQ,LONDON,,"[""71121"", ""72110"", ""74909""]",2026-03-31 13:27:02.714456,2026-03-31 13:27:02.714456,
16529477,ASY INTERNATIONAL LTD,Active,ltd,2025-06-18,United Kingdom,WC2H 9JQ,LONDON,,"[""46420"", ""46900"", ""47910"", ""70229""]",2026-03-31 13:27:02.776358,2026-03-31 13:27:02.776358,
15258270,AT MOTORSPORT LTD,Active,ltd,2023-11-03,United Kingdom,OX13 5ND,ABINGDON,,"[""74100""]",2026-03-31 13:27:02.776358,2026-03-31 13:27:02.776358,
16659771,AT&G INTERNATIONAL LIMITED,Active,ltd,2025-08-18,United Kingdom,WC2H 9JQ,LONDON,,"[""69201""]",2026-03-31 13:27:02.776358,2026-03-31 13:27:02.776358,
15451877,ATA INTERNATIONAL LTD,Active,ltd,2024-01-30,United Kingdom,W1B 3HH,LONDON,,"[""10890""]",2026-03-31 13:27:02.776358,2026-03-31 13:27:02.776358,
14011441,ATAKSAK INTERNATIONAL LIMITED,Active,ltd,2022-03-29,United Kingdom,CB1 2GE,CAMBRIDGE,,"[""99999""]",2026-03-31 13:27:02.776358,2026-03-31 13:27:02.776358,
17021494,ATTUNE THERAPEUTICS LTD,Active,ltd,2026-02-09,United Kingdom,TW9 2JB,RICHMOND,,"[""86900""]",2026-03-31 13:27:03.1829,2026-03-31 13:27:03.1829,
16581481,AUBARCA BIO LTD,Active,ltd,2025-07-13,United Kingdom,SE1 8ER,LONDON,,"[""72110"", ""72190""]",2026-03-31 13:27:03.1829,2026-03-31 13:27:03.1829,
16554746,AUDAX INTERNATIONAL LTD,Active,ltd,2025-06-30,United Kingdom,EC1N 8UN,LONDON,,"[""80300""]",2026-03-31 13:27:03.251513,2026-03-31 13:27:03.251513,
16149822,AUDI MOTORSPORT TECHNOLOGY CENTRE UK LIMITED,Active,ltd,2024-12-23,United Kingdom,KT1 2JW,KINGSTON UPON THAMES,,"[""71129"", ""93120"", ""93199""]",2026-03-31 13:27:03.251513,2026-03-31 13:27:03.251513,
16531611,AUDICON INTERNATIONAL LIMITED,Active,ltd,2025-06-19,United Kingdom,ST18 0BF,STAFFORD,,"[""26600"", ""46190"", ""46520"", ""47741""]",2026-03-31 13:27:03.251513,2026-03-31 13:27:03.251513,
15441628,AUDIOLANCE INTERNATIONAL LTD,Active,ltd,2024-01-25,United Kingdom,SE1 2PL,LONDON,,"[""99999""]",2026-03-31 13:27:03.251513,2026-03-31 13:27:03.251513,
15657610,AUGMA BIOMATERIALS UK LIMITED,Active,ltd,2024-04-17,United Kingdom,E1W 1YW,LONDON,,"[""32500""]",2026-03-31 13:27:03.251513,2026-03-31 13:27:03.251513,
13592170,AUGMENTED INTELLIGENCE & ROBOTICS LTD,Active,ltd,2021-08-29,United Kingdom,NW11 9EJ,LONDON,,"[""71121"", ""71122"", ""72190""]",2026-03-31 13:27:03.251513,2026-03-31 13:27:03.251513,
15683912,AUSTRALIA VARO INTERNATIONAL BIOTECHNOLOGY LIMITED,Active,ltd,2024-04-25,United Kingdom,CB2 8DL,CAMBRIDGE,,"[""46900""]",2026-03-31 13:27:03.481344,2026-03-31 13:27:03.481344,
14059200,AUTEL ROBOTICS UK LIMITED,Active,ltd,2022-04-20,United Kingdom,CV8 2GY,KENILWORTH,,"[""71129"", ""72190""]",2026-03-31 13:27:03.481344,2026-03-31 13:27:03.481344,
15537740,AUTISM DIAGNOSTICS HEALTHCARE LTD,Active,ltd,2024-03-03,United Kingdom,DN4 5NU,DONCASTER,,"[""86220""]",2026-03-31 13:27:03.481344,2026-03-31 13:27:03.481344,
16777152,AUTISM DIAGNOSTICS LTD,Active,ltd,2025-10-09,United Kingdom,EC1V 2NX,LONDON,,"[""86220""]",2026-03-31 13:27:03.481344,2026-03-31 13:27:03.481344,
15961045,AUTMAN ROBOTICS LTD,Active,ltd,2024-09-16,United Kingdom,B5 7QH,BIRMINGHAM,,"[""71122""]",2026-03-31 13:27:03.481344,2026-03-31 13:27:03.481344,
14688536,AUTO MOTOR EXCELLENCE LTD,Active,ltd,2023-02-24,United Kingdom,CM20 2HU,HARLOW,,"[""45200"", ""71129""]",2026-03-31 13:27:03.544496,2026-03-31 13:27:03.544496,
16928759,AUTO TEST ENGINEERING LIMITED,Active,ltd,2025-12-23,United Kingdom,CW4 7NP,CREWE,,"[""72190""]",2026-03-31 13:27:03.544496,2026-03-31 13:27:03.544496,
16563465,AUTOAI LABS LTD,Active,ltd,2025-07-06,United Kingdom,LU4 9QP,LUTON,,"[""62012"", ""62090"", ""72190""]",2026-03-31 13:27:03.544496,2026-03-31 13:27:03.544496,
15149410,AUTOAID ENGINEERING LTD,Active,ltd,2023-09-19,United Kingdom,RH7 6BZ,LINGFIELD,,"[""71129""]",2026-03-31 13:27:03.544496,2026-03-31 13:27:03.544496,
13716680,AUTOBIOSCIENCE LTD,Active,ltd,2021-11-01,United Kingdom,HU10 7RN,HULL,,"[""71122""]",2026-03-31 13:27:03.544496,2026-03-31 13:27:03.544496,
14360222,AVON MOTORS BRISTOL LIMITED,Active,ltd,2022-09-15,United Kingdom,BS5 7ES,BRISTOL,,"[""45112"", ""45200"", ""71200""]",2026-03-31 13:27:03.941615,2026-03-31 13:27:03.941615,
16011876,AVONMOUTH BATTERY STORAGE LIMITED,Active,ltd,2024-10-10,United Kingdom,BS1 6BX,BRISTOL,,"[""35130""]",2026-03-31 13:27:03.941615,2026-03-31 13:27:03.941615,
15921985,AVRAAM INTERNATIONAL REALTY LTD,Active,ltd,2024-08-27,United Kingdom,W1T 6EB,LONDON,,"[""68310""]",2026-03-31 13:27:03.941615,2026-03-31 13:27:03.941615,
16500789,AVS INTERNATIONAL LIMITED,Active,ltd,2025-06-05,United Kingdom,WC2H 9JQ,LONDON,,"[""96090""]",2026-03-31 13:27:03.941615,2026-03-31 13:27:03.941615,
13529927,AW DIAGNOSTICS LTD,Active,ltd,2021-07-25,United Kingdom,GU31 4DS,PETERSFIELD,,"[""86220""]",2026-03-31 13:27:04.001399,2026-03-31 13:27:04.001399,
17014671,AW ELITE MOTORS LTD,Active,ltd,2026-02-05,United Kingdom,WC2H 9JQ,LONDON,,"[""45112"", ""45200""]",2026-03-31 13:27:04.001399,2026-03-31 13:27:04.001399,
15896164,AXIOM THERAPEUTICS LTD,Active,ltd,2024-08-13,United Kingdom,EC2V 6DN,LONDON,,"[""72110""]",2026-03-31 13:27:04.128442,2026-03-31 13:27:04.128442,
16288692,AXION BIOMED LTD,Active,ltd,2025-03-03,United Kingdom,NW1 0NE,LONDON,,"[""32500"", ""35300"", ""72110"", ""86220""]",2026-03-31 13:27:04.128442,2026-03-31 13:27:04.128442,
13678943,AXION BIOSYSTEMS MANUFACTURING UK LTD,Active,ltd,2021-10-13,United Kingdom,OX5 1FP,KIDLINGTON,,"[""26110""]",2026-03-31 13:27:04.128442,2026-03-31 13:27:04.128442,
16352865,AXION INTELLIGENCE LIMITED,Active,ltd,2025-03-30,United Kingdom,WC2H 9JQ,LONDON,,"[""62012"", ""62020"", ""63110"", ""72190""]",2026-03-31 13:27:04.128442,2026-03-31 13:27:04.128442,
16620872,AXIONGRID LTD,Active,ltd,2025-07-31,United Kingdom,WC2H 9JQ,LONDON,,"[""62020"", ""70100"", ""71122"", ""72190""]",2026-03-31 13:27:04.128442,2026-03-31 13:27:04.128442,
15999888,AWRIDIAN CONSULTING LTD,Active,ltd,2024-10-05,United Kingdom,SG12 9TH,WARE,,"[""72110""]",2026-03-31 13:27:04.067248,2026-03-31 13:27:04.067248,
16006833,AXELIUM LIMITED,Active,ltd,2024-10-08,United Kingdom,CB5 8LY,CAMBRIDGE,,"[""62012"", ""71129""]",2026-03-31 13:27:04.128442,2026-03-31 13:27:04.128442,
14883624,"AYLA INTERNATIONAL TRADE CO., LTD",Active,ltd,2023-05-21,United Kingdom,CB2 8DL,CAMBRIDGE,,"[""45310"", ""46410"", ""46420"", ""46499""]",2026-03-31 13:27:04.261814,2026-03-31 13:27:04.261814,
16425576,AYOTUNDE INTERNATIONAL BUSINESS LTD,Active,ltd,2025-05-01,United Kingdom,PL3 4FA,PLYMOUTH,,"[""45310"", ""49410"", ""68100"", ""86210""]",2026-03-31 13:27:04.314963,2026-03-31 13:27:04.314963,
16360257,AYOUB DIAGNOSTICS LTD,Active,ltd,2025-04-01,United Kingdom,PR2 9SF,PRESTON,,"[""86210""]",2026-03-31 13:27:04.314963,2026-03-31 13:27:04.314963,
16897476,AYRTON CHIPTUNING LTD,Active,ltd,2025-12-08,United Kingdom,WC2H 9JQ,LONDON,,"[""74909""]",2026-03-31 13:27:04.314963,2026-03-31 13:27:04.314963,
